artwork_id,artwork_type,artwork_title,artwork_medium,artwork_url,artwork_description
83386,illuminated manuscripts; folios (leaves),Khusraw Being Advised by Buzurg Umid,ink and pigments on laid paper,https://art.thewalters.org/detail/83386,"<p>This folio from Walters manuscript W.611 depicts Khusraw being advised by Buzurg Umid.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83386"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83387,illuminated manuscripts; folios (leaves),Incipit Page with Illuminated Headpiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83387,"<p>This illuminated headpiece from Walters manuscript W.611 introduces the 3rd poem of the Khamsah, Laylá va Majnun.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83387"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
37377,paintings,Ploughing Scene,oil on canvas,https://art.thewalters.org/detail/37377,"<p>The heat of the noonday sun is palpable in this painting as drooling oxen drag a plough. They are followed by a man whose face is obscured by a hat, which shields him from the bright sun, while birds peck at the furrow left in their wake. Rosa Bonheur was among the most celebrated painters of animals in the 19th century. She frequently depicted plowing scenes that highlighted her command of animal anatomy, which she studied through dissection. This scene reverses the composition of her first work to gain major celebrity: “Ploughing in the Nivernais,” which was exhibited at the Salon and won a medal in 1849. In 1857–58 Rosa Bonheur’s fame and success in the United States was secured by the national tour of her dramatic 16-ft. (five-meter)-wide oil painting, The Horse Fair. The tour was organized by the dealer Ernest Gambart, who played a significant role in fostering a taste for European art among American collectors. Undocumented in any of the early catalogues of the Walters Art Museum, this painting seems to have been acquired by Henry Walters during the last few years of his life. The most successful and celebrated female artist of her time, in 1860, Bonheur purchased the château of By in the village of Thomery, not far from Barbizon, where she lived with a menagerie of exotic animals.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/37377"" rel=""external alternate main"">paintings</a></cite>, visit art.thewalters.org.</p>"
83383,illuminated manuscripts; folios (leaves),Khusraw Battles Bahram Chubinah,ink and pigments on laid paper,https://art.thewalters.org/detail/83383,"<p>On this folio from Walters manuscript W.611, Khusraw battles Bahram Chubinah.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83383"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83384,illuminated manuscripts; folios (leaves),Farhad Carries Shirin and Her Dead Horse,ink and pigments on laid paper,https://art.thewalters.org/detail/83384,"<p>On this folio from Walters manuscript W.611, Farhad carries Shirin and her dead horse.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83384"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83385,illuminated manuscripts; folios (leaves),Khusraw and Shirin on the Throne in the Presence of Courtiers,ink and pigments on laid paper,https://art.thewalters.org/detail/83385,"<p>This folio from Walters manuscript W.611 depicts Khusraw and Shirin on the throne in the presence of courtiers.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83385"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83382,illuminated manuscripts; folios (leaves),Shapur Shows Shirin a Picture of Khusraw,ink and pigments on laid paper,https://art.thewalters.org/detail/83382,"<p>On this folio from Walters manuscript W.611, Shapur shows Shirin a picture of Khusraw.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83382"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83381,illuminated manuscripts; folios (leaves),Incipit Page with Illuminated Headpiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83381,"<p>This illuminated headpiece from Walters manuscript W.611 introduces the 2nd poem of the Khamsah, Khusraw va Shirin.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83381"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83380,illuminated manuscripts; folios (leaves),A Fox and a Robber,ink and pigments on laid paper,https://art.thewalters.org/detail/83380,"<p>This folio from Walters manuscript W.611 contains an illustration with a fox and a robber.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83380"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83379,illuminated manuscripts; folios (leaves),An Old Woman Implores Sultan Sanjar for Help,ink and pigments on laid paper,https://art.thewalters.org/detail/83379,"<p>On this folio from Walters manuscript W.611, an old woman complains to Sultan Sanjar about his policeman.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83379"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83378,illuminated manuscripts; folios (leaves),Incipit Page with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83378,"<p>This incipit page from Walters manuscript W.611 has an illuminated headpiece inscribed hadha kitab Khamsah-i Mawlana Shaykh-i Nizami. It introduces the 1st poem of the Khamsah, Makhzan al-asrar. There is interlinear gilt decoration on this page and the facing page.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83378"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83371,illuminated manuscripts; folios (leaves),Incipit with Illuminated Headpiece and Titlepiece,ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83371,"<p>This incipit page from Walters manuscript W.657 has a number of illuminated pieces, including a titlepiece inscribed: Khirdnamah-i Iskandari-i Nizami.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83371"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83317,illuminated manuscripts; folios (leaves),Illustrated Finispiece with Landscape,ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83317,"<p>This folio from Walters manuscript W.657 contains an illustrated finispiece with landscape,</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83317"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83316,illuminated manuscripts; folios (leaves),Alexander the Great (Iskandar) Fighting the Zanghis (Ethiopians),ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83316,"<p>This folio from Walters manuscript W.657 depicts Alexander the Great (Iskandar) fighting the Zanghis (Ethiopians).</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83316"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83314,illuminated manuscripts; folios (leaves),Incipit with Illuminated Headpiece and Titlepiece,ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83314,"<p>This incipit page from Walters manuscript W.657 has several illuminated pieces. The titlepiece is inscribed: Iqbalnamah-i Iskandari.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83314"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83315,illuminated manuscripts; folios (leaves),Incipit with Illuminated Headpiece and Titlepiece,ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83315,"<p>This incipit page from Walters manuscript W.657 has several illuminated pieces. In the illuminated panels at the lower right is inscribed: Ayinah-i Iskandari-i Amir Khusraw.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83315"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83312,illuminated manuscripts; folios (leaves),Bahram Gur Watching Justice Being Served to a Man and a Woman,ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83312,"<p>This folio from Walters manuscript W.657 depicts Bahram Gur watching justice being served to a man and a woman.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83312"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83313,illuminated manuscripts; folios (leaves),Bahram Gur Hunting Deer with a Lasso,ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83313,"<p>This folio from Walters manuscript W.657 depicts Bahram Gur hunting deer with a lasso.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83313"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83311,illuminated manuscripts; folios (leaves),Bahram Gur in the White Pavilion,ink and pigments on tinted laid paper: cream for text area and rose or light brown for margins,https://art.thewalters.org/detail/83311,"<p>This folio from Walters manuscript W.657 depicts Bahram Gur in the white pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83311"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
